X--Trace 1::[Channel A],Y--Trace 1::[Channel A],Y--Trace 2::[Channel B]
0.126109,-6.8903,3.32631
0.126119,-6.94871,3.32735
0.126129,-7.00703,3.32842
0.126139,-7.06525,3.32951
0.126149,-7.12337,3.33063
0.126159,-7.18139,3.33178
0.126169,-7.2393,3.33296
0.126179,-7.29712,3.33415
0.126189,-7.35483,3.33538
0.126199,-7.41243,3.33663
0.126209,-7.46993,3.3379
0.126219,-7.52732,3.33919
0.126229,-7.58461,3.34051
0.126239,-7.64179,3.34184
0.126249,-7.69886,3.3432
0.126259,-7.75582,3.34458
0.126269,-7.81267,3.34598
0.126279,-7.86941,3.3474
0.126289,-7.92603,3.34883
0.126299,-7.98255,3.35029
0.126309,-8.03895,3.35176
0.126319,-8.09524,3.35324
0.126329,-8.15141,3.35474
0.126339,-8.20747,3.35626
0.126349,-8.2634,3.35778
0.126359,-8.31923,3.35932
0.126369,-8.37493,3.36088
0.126379,-8.43051,3.36244
0.126389,-8.48598,3.36401
0.126399,-8.54132,3.3656
0.126409,-8.59655,3.36719
0.126419,-8.65165,3.36879
0.126429,-8.70662,3.37039
0.126439,-8.76148,3.37201
0.126449,-8.81621,3.37363
0.126459,-8.87081,3.37525
0.126469,-8.92529,3.37688
0.126479,-8.97964,3.37851
0.126489,-9.03386,3.38014
0.126499,-9.08796,3.38178
0.126509,-9.14193,3.38342
0.126519,-9.19576,3.38506
0.126529,-9.24947,3.3867
0.126539,-9.30304,3.38834
0.126549,-9.35648,3.38997
0.126559,-9.40979,3.39161
0.126569,-9.46297,3.39325
0.126579,-9.51601,3.39488
0.126589,-9.56891,3.39651
0.126599,-9.62168,3.39814
0.126609,-9.67431,3.39976
0.126619,-9.72681,3.40138
0.126629,-9.77917,3.40299
0.126639,-9.83138,3.4046
0.126649,-9.88346,3.4062
0.126659,-9.9354,3.4078
0.126669,-9.9872,3.40939
0.126679,-10.0389,3.41098
0.126689,-10.0904,3.41256
0.126699,-10.1417,3.41413
0.126709,-10.193,3.4157
0.126719,-10.244,3.41726
0.126729,-10.295,3.41881
0.126739,-10.3458,3.42035
0.126749,-10.3964,3.42188
0.126759,-10.4469,3.42341
0.126769,-10.4972,3.42493
0.126779,-10.5474,3.42644
0.126789,-10.5975,3.42794
0.126799,-10.6474,3.42944
0.126809,-10.6971,3.43092
0.126819,-10.7467,3.4324
0.126829,-10.7961,3.43386
0.126839,-10.8454,3.43532
0.126849,-10.8946,3.43677
0.126859,-10.9435,3.43821
0.126869,-10.9924,3.43964
0.126879,-11.041,3.44107
0.126889,-11.0895,3.44248
0.126899,-11.1379,3.44388
0.126909,-11.1861,3.44528
0.126919,-11.2341,3.44666
0.126929,-11.282,3.44804
0.126939,-11.3297,3.44941
0.126949,-11.3772,3.45077
0.126959,-11.4246,3.45212
0.126969,-11.4719,3.45346
0.126979,-11.5189,3.45479
0.126989,-11.5658,3.45611
0.126999,-11.6126,3.45742
0.127009,-11.6591,3.45873
0.127019,-11.7055,3.46002
0.127029,-11.7518,3.46131
0.127039,-11.7978,3.46258
0.127049,-11.8437,3.46385
0.127059,-11.8895,3.46511
0.127069,-11.9351,3.46636
0.127079,-11.9804,3.46761
0.127089,-12.0257,3.46884
0.127099,-12.0707,3.47006
0.127109,-12.1156,3.47128
0.127119,-12.1603,3.47249
0.127129,-12.2049,3.47369
0.127139,-12.2492,3.47488
0.127149,-12.2934,3.47606
0.127159,-12.3374,3.47724
0.127169,-12.3813,3.47841
0.127179,-12.425,3.47957
0.127189,-12.4684,3.48072
0.127199,-12.5118,3.48186
0.127209,-12.5549,3.483
0.127219,-12.5978,3.48412
0.127229,-12.6406,3.48524
0.127239,-12.6832,3.48636
0.127249,-12.7256,3.48746
0.127259,-12.7679,3.48856
0.127269,-12.8099,3.48965
0.127279,-12.8518,3.49073
0.127289,-12.8935,3.4918
0.127299,-12.935,3.49287
0.127309,-12.9763,3.49393
0.127319,-13.0175,3.49499
0.127329,-13.0584,3.49603
0.127339,-13.0992,3.49707
0.127349,-13.1398,3.4981
0.127359,-13.1802,3.49913
0.127369,-13.2204,3.50015
0.127379,-13.2604,3.50116
0.127389,-13.3002,3.50216
0.127399,-13.3399,3.50316
0.127409,-13.3793,3.50415
0.127419,-13.4186,3.50514
0.127429,-13.4576,3.50611
0.127439,-13.4965,3.50709
0.127449,-13.5352,3.50805
0.127459,-13.5737,3.50901
0.127469,-13.612,3.50996
0.127479,-13.6501,3.51091
0.127489,-13.688,3.51185
0.127499,-13.7258,3.51278
0.127509,-13.7633,3.51371
0.127519,-13.8006,3.51463
0.127529,-13.8378,3.51555
0.127539,-13.8747,3.51646
0.127549,-13.9114,3.51736
0.127559,-13.948,3.51826
0.127569,-13.9843,3.51915
0.127579,-14.0205,3.52003
0.127589,-14.0564,3.52091
0.127599,-14.0922,3.52179
0.127609,-14.1277,3.52266
0.127619,-14.1631,3.52352
0.127629,-14.1982,3.52437
0.127639,-14.2332,3.52523
0.127649,-14.2679,3.52607
0.127659,-14.3024,3.52691
0.127669,-14.3368,3.52774
0.127679,-14.3709,3.52857
0.127689,-14.4048,3.5294
0.127699,-14.4385,3.53021
0.127709,-14.4721,3.53103
0.127719,-14.5054,3.53183
0.127729,-14.5385,3.53263
0.127739,-14.5714,3.53343
0.127749,-14.6041,3.53422
0.127759,-14.6366,3.53501
0.127769,-14.6688,3.53579
0.127779,-14.7009,3.53656
0.127789,-14.7328,3.53733
0.127799,-14.7644,3.53809
0.127809,-14.7958,3.53885
0.127819,-14.8271,3.53961
0.127829,-14.8581,3.54036
0.127839,-14.8889,3.5411
0.127849,-14.9195,3.54184
0.127859,-14.9499,3.54257
0.127869,-14.98,3.5433
0.127879,-15.01,3.54402
0.127889,-15.0397,3.54474
0.127899,-15.0693,3.54545
0.127909,-15.0986,3.54616
0.127919,-15.1277,3.54687
0.127929,-15.1566,3.54756
0.127939,-15.1853,3.54826
0.127949,-15.2137,3.54895
0.127959,-15.242,3.54963
0.127969,-15.27,3.55031
0.127979,-15.2978,3.55098
0.127989,-15.3254,3.55165
0.127999,-15.3527,3.55231
0.128009,-15.3799,3.55297
0.128019,-15.4068,3.55363
0.128029,-15.4335,3.55427
0.128039,-15.46,3.55492
0.128049,-15.4863,3.55556
0.128059,-15.5124,3.55619
0.128069,-15.5382,3.55682
0.128079,-15.5638,3.55745
0.128089,-15.5892,3.55807
0.128099,-15.6144,3.55868
0.128109,-15.6393,3.55929
0.128119,-15.6641,3.5599
0.128129,-15.6886,3.5605
0.128139,-15.7128,3.5611
0.128149,-15.7369,3.56169
0.128159,-15.7607,3.56228
0.128169,-15.7844,3.56286
0.128179,-15.8077,3.56344
0.128189,-15.8309,3.56401
0.128199,-15.8538,3.56458
0.128209,-15.8766,3.56514
0.128219,-15.899,3.5657
0.128229,-15.9213,3.56625
0.128239,-15.9433,3.5668
0.128249,-15.9651,3.56735
0.128259,-15.9867,3.56789
0.128269,-16.0081,3.56842
0.128279,-16.0292,3.56895
0.128289,-16.0501,3.56948
0.128299,-16.0708,3.57
0.128309,-16.0912,3.57052
0.128319,-16.1114,3.57103
0.128329,-16.1314,3.57154
0.128339,-16.1512,3.57204
0.128349,-16.1707,3.57254
0.128359,-16.19,3.57303
0.128369,-16.209,3.57352
0.128379,-16.2279,3.57401
0.128389,-16.2465,3.57449
0.128399,-16.2649,3.57496
0.128409,-16.283,3.57543
0.128419,-16.3009,3.5759
0.128429,-16.3186,3.57636
0.128439,-16.336,3.57682
0.128449,-16.3532,3.57727
0.128459,-16.3702,3.57772
0.128469,-16.387,3.57816
0.128479,-16.4035,3.5786
0.128489,-16.4198,3.57903
0.128499,-16.4358,3.57946
0.128509,-16.4516,3.57988
0.128519,-16.4672,3.5803
0.128529,-16.4826,3.58072
0.128539,-16.4977,3.58113
0.128549,-16.5126,3.58154
0.128559,-16.5272,3.58194
0.128569,-16.5416,3.58234
0.128579,-16.5558,3.58273
0.128589,-16.5697,3.58312
0.128599,-16.5835,3.5835
0.128609,-16.5969,3.58388
0.128619,-16.6102,3.58425
0.128629,-16.6232,3.58462
0.128639,-16.6359,3.58499
0.128649,-16.6484,3.58535
0.128659,-16.6607,3.58571
0.128669,-16.6728,3.58606
0.128679,-16.6846,3.5864
0.128689,-16.6962,3.58675
0.128699,-16.7075,3.58708
0.128709,-16.7186,3.58742
0.128719,-16.7295,3.58775
0.128729,-16.7401,3.58807
0.128739,-16.7505,3.58839
0.128749,-16.7606,3.58871
0.128759,-16.7706,3.58902
0.128769,-16.7802,3.58932
0.128779,-16.7897,3.58962
0.128789,-16.7989,3.58992
0.128799,-16.8078,3.59021
0.128809,-16.8165,3.5905
0.128819,-16.825,3.59078
0.128829,-16.8333,3.59106
0.128839,-16.8413,3.59134
0.128849,-16.849,3.59161
0.128859,-16.8565,3.59187
0.128869,-16.8638,3.59213
0.128879,-16.8709,3.59239
0.128889,-16.8777,3.59264
0.128899,-16.8842,3.59289
0.128909,-16.8906,3.59313
0.128919,-16.8967,3.59337
0.128929,-16.9025,3.5936
0.128939,-16.9081,3.59383
0.128949,-16.9135,3.59405
0.128959,-16.9186,3.59427
0.128969,-16.9235,3.59449
0.128979,-16.9281,3.5947
0.128989,-16.9325,3.5949
0.128999,-16.9367,3.5951
0.129009,-16.9406,3.5953
0.129019,-16.9443,3.59549
0.129029,-16.9477,3.59568
0.129039,-16.9509,3.59586
0.129049,-16.9539,3.59604
0.129059,-16.9566,3.59622
0.129069,-16.9591,3.59639
0.129079,-16.9613,3.59655
0.129089,-16.9633,3.59671
0.129099,-16.965,3.59687
0.129109,-16.9666,3.59702
0.129119,-16.9678,3.59716
0.129129,-16.9689,3.59731
0.129139,-16.9696,3.59744
0.129149,-16.9702,3.59758
0.129159,-16.9705,3.59771
0.129169,-16.9706,3.59783
0.129179,-16.9704,3.59795
0.129189,-16.97,3.59806
0.129199,-16.9693,3.59818
0.129209,-16.9684,3.59828
0.129219,-16.9673,3.59838
0.129229,-16.9659,3.59848
0.129239,-16.9643,3.59857
0.129249,-16.9624,3.59866
0.129259,-16.9603,3.59874
0.129269,-16.9579,3.59882
0.129279,-16.9553,3.5989
0.129289,-16.9525,3.59896
0.129299,-16.9494,3.59903
0.129309,-16.9461,3.59909
0.129319,-16.9426,3.59915
0.129329,-16.9388,3.5992
0.129339,-16.9348,3.59924
0.129349,-16.9305,3.59929
0.129359,-16.926,3.59932
0.129369,-16.9212,3.59936
0.129379,-16.9162,3.59939
0.129389,-16.911,3.59941
0.129399,-16.9055,3.59943
0.129409,-16.8998,3.59945
0.129419,-16.8938,3.59946
0.129429,-16.8876,3.59946
0.129439,-16.8812,3.59946
0.129449,-16.8745,3.59946
0.129459,-16.8676,3.59945
0.129469,-16.8604,3.59944
0.129479,-16.853,3.59943
0.129489,-16.8454,3.5994
0.129499,-16.8375,3.59938
0.129509,-16.8294,3.59935
0.129519,-16.8211,3.59931
0.129529,-16.8125,3.59928
0.129539,-16.8036,3.59923
0.129549,-16.7946,3.59918
0.129559,-16.7853,3.59913
0.129569,-16.7757,3.59907
0.129579,-16.7659,3.59901
0.129589,-16.7559,3.59895
0.129599,-16.7456,3.59888
0.129609,-16.7351,3.5988
0.129619,-16.7244,3.59872
0.129629,-16.7134,3.59864
0.129639,-16.7022,3.59855
0.129649,-16.6908,3.59846
0.129659,-16.6791,3.59836
0.129669,-16.6671,3.59826
0.129679,-16.655,3.59815
0.129689,-16.6426,3.59804
0.129699,-16.6299,3.59792
0.129709,-16.6171,3.5978
0.129719,-16.604,3.59768
0.129729,-16.5906,3.59755
0.129739,-16.577,3.59742
0.129749,-16.5632,3.59728
0.129759,-16.5492,3.59714
0.129769,-16.5349,3.59699
0.129779,-16.5204,3.59684
0.129789,-16.5056,3.59668
0.129799,-16.4906,3.59652
0.129809,-16.4754,3.59636
0.129819,-16.4599,3.59619
0.129829,-16.4443,3.59601
0.129839,-16.4283,3.59584
0.129849,-16.4122,3.59565
0.129859,-16.3958,3.59547
0.129869,-16.3791,3.59527
0.129879,-16.3623,3.59508
0.129889,-16.3452,3.59488
0.129899,-16.3279,3.59467
0.129909,-16.3103,3.59446
0.129919,-16.2925,3.59425
0.129929,-16.2745,3.59403
0.129939,-16.2563,3.59381
0.129949,-16.2378,3.59358
0.129959,-16.2191,3.59335
0.129969,-16.2001,3.59312
0.129979,-16.1809,3.59288
0.129989,-16.1615,3.59263
0.129999,-16.1419,3.59238
0.130009,-16.122,3.59213
0.130019,-16.102,3.59187
0.130029,-16.0816,3.59161
0.130039,-16.0611,3.59134
0.130049,-16.0403,3.59107
0.130059,-16.0193,3.59079
0.130069,-15.9981,3.59052
0.130079,-15.9766,3.59023
0.130089,-15.9549,3.58994
0.130099,-15.933,3.58965
0.130109,-15.9109,3.58935
0.130119,-15.8885,3.58905
0.130129,-15.8659,3.58874
0.130139,-15.8431,3.58843
0.130149,-15.8201,3.58812
0.130159,-15.7968,3.5878
0.130169,-15.7733,3.58748
0.130179,-15.7496,3.58715
0.130189,-15.7256,3.58682
0.130199,-15.7015,3.58648
0.130209,-15.6771,3.58614
0.130219,-15.6525,3.58579
0.130229,-15.6276,3.58544
0.130239,-15.6026,3.58509
0.130249,-15.5773,3.58473
0.130259,-15.5518,3.58437
0.130269,-15.5261,3.584
0.130279,-15.5002,3.58363
0.130289,-15.474,3.58325
0.130299,-15.4476,3.58287
0.130309,-15.421,3.58249
0.130319,-15.3942,3.5821
0.130329,-15.3672,3.58171
0.130339,-15.3399,3.58131
0.130349,-15.3124,3.58091
0.130359,-15.2847,3.5805
0.130369,-15.2568,3.58009
0.130379,-15.2287,3.57968
0.130389,-15.2004,3.57926
0.130399,-15.1718,3.57884
0.130409,-15.143,3.57841
0.130419,-15.1141,3.57798
0.130429,-15.0849,3.57754
0.130439,-15.0554,3.5771
0.130449,-15.0258,3.57666
0.130459,-14.996,3.57621
0.130469,-14.9659,3.57576
0.130479,-14.9356,3.5753
0.130489,-14.9051,3.57484
0.130499,-14.8745,3.57438
0.130509,-14.8435,3.57391
0.130519,-14.8124,3.57343
0.130529,-14.7811,3.57295
0.130539,-14.7496,3.57247
0.130549,-14.7178,3.57199
0.130559,-14.6859,3.5715
0.130569,-14.6537,3.571
0.130579,-14.6213,3.5705
0.130589,-14.5887,3.57
0.130599,-14.556,3.56949
0.130609,-14.523,3.56898
0.130619,-14.4898,3.56846
0.130629,-14.4563,3.56794
0.130639,-14.4227,3.56742
0.130649,-14.3889,3.56689
0.130659,-14.3549,3.56636
0.130669,-14.3207,3.56582
0.130679,-14.2862,3.56528
0.130689,-14.2516,3.56474
0.130699,-14.2168,3.56419
0.130709,-14.1817,3.56363
0.130719,-14.1465,3.56308
0.130729,-14.111,3.56252
0.130739,-14.0754,3.56195
0.130749,-14.0396,3.56138
0.130759,-14.0035,3.56081
0.130769,-13.9673,3.56023
0.130779,-13.9308,3.55965
0.130789,-13.8942,3.55906
0.130799,-13.8574,3.55847
0.130809,-13.8203,3.55788
0.130819,-13.7831,3.55728
0.130829,-13.7457,3.55668
0.130839,-13.7081,3.55607
0.130849,-13.6703,3.55546
0.130859,-13.6323,3.55484
0.130869,-13.5941,3.55423
0.130879,-13.5557,3.5536
0.130889,-13.5171,3.55298
0.130899,-13.4783,3.55235
0.130909,-13.4393,3.55171
0.130919,-13.4002,3.55107
0.130929,-13.3608,3.55043
0.130939,-13.3213,3.54978
0.130949,-13.2815,3.54913
0.130959,-13.2416,3.54848
0.130969,-13.2015,3.54782
0.130979,-13.1612,3.54715
0.130989,-13.1207,3.54649
0.130999,-13.0801,3.54582
0.131009,-13.0392,3.54514
0.131019,-12.9982,3.54446
0.131029,-12.9569,3.54378
0.131039,-12.9155,3.54309
0.131049,-12.8739,3.5424
0.131059,-12.8322,3.54171
0.131069,-12.7902,3.54101
0.131079,-12.7481,3.54031
0.131089,-12.7057,3.5396
0.131099,-12.6632,3.53889
0.131109,-12.6206,3.53817
0.131119,-12.5777,3.53745
0.131129,-12.5347,3.53673
0.131139,-12.4914,3.53601
0.131149,-12.448,3.53527
0.131159,-12.4045,3.53454
0.131169,-12.3607,3.5338
0.131179,-12.3168,3.53306
0.131189,-12.2727,3.53231
0.131199,-12.2284,3.53156
0.131209,-12.184,3.53081
0.131219,-12.1394,3.53005
0.131229,-12.0946,3.52929
0.131239,-12.0496,3.52852
0.131249,-12.0045,3.52776
0.131259,-11.9591,3.52698
0.131269,-11.9137,3.5262
0.131279,-11.868,3.52542
0.131289,-11.8222,3.52464
0.131299,-11.7762,3.52385
0.131309,-11.7301,3.52306
0.131319,-11.6838,3.52226
0.131329,-11.6373,3.52146
0.131339,-11.5906,3.52066
0.131349,-11.5438,3.51985
0.131359,-11.4968,3.51904
0.131369,-11.4497,3.51822
0.131379,-11.4024,3.5174
0.131389,-11.3549,3.51658
0.131399,-11.3073,3.51575
0.131409,-11.2595,3.51492
0.131419,-11.2116,3.51408
0.131429,-11.1635,3.51324
0.131439,-11.1152,3.5124
0.131449,-11.0668,3.51156
0.131459,-11.0182,3.51071
0.131469,-10.9694,3.50985
0.131479,-10.9206,3.50899
0.131489,-10.8715,3.50813
0.131499,-10.8223,3.50727
0.131509,-10.7729,3.5064
0.131519,-10.7234,3.50552
0.131529,-10.6738,3.50465
0.131539,-10.624,3.50377
0.131549,-10.574,3.50288
0.131559,-10.5239,3.50199
0.131569,-10.4736,3.5011
0.131579,-10.4232,3.50021
0.131589,-10.3726,3.49931
0.131599,-10.3219,3.4984
0.131609,-10.2711,3.4975
0.131619,-10.2201,3.49658
0.131629,-10.1689,3.49567
0.131639,-10.1176,3.49475
0.131649,-10.0662,3.49383
0.131659,-10.0146,3.4929
0.131669,-9.96289,3.49197
0.131679,-9.91103,3.49104
0.131689,-9.85902,3.4901
0.131699,-9.80688,3.48916
0.131709,-9.7546,3.48822
0.131719,-9.70217,3.48727
0.131729,-9.64961,3.48631
0.131739,-9.59692,3.48536
0.131749,-9.54408,3.4844
0.131759,-9.49111,3.48343
0.131769,-9.43801,3.48247
0.131779,-9.38477,3.4815
0.131789,-9.3314,3.48052
0.131799,-9.2779,3.47954
0.131809,-9.22426,3.47856
0.131819,-9.17049,3.47757
0.131829,-9.1166,3.47658
0.131839,-9.06257,3.47559
0.131849,-9.00842,3.47459
0.131859,-8.95413,3.47359
0.131869,-8.89972,3.47258
0.131879,-8.84518,3.47158
0.131889,-8.79052,3.47056
0.131899,-8.73573,3.46955
0.131909,-8.68082,3.46852
0.131919,-8.62578,3.4675
0.131929,-8.57063,3.46647
0.131939,-8.51535,3.46544
0.131949,-8.45995,3.46441
0.131959,-8.40442,3.46337
0.131969,-8.34878,3.46232
0.131979,-8.29302,3.46128
0.131989,-8.23715,3.46022
0.131999,-8.18115,3.45917
0.132009,-8.12504,3.45811
0.132019,-8.06882,3.45705
0.132029,-8.01248,3.45598
0.132039,-7.95602,3.45491
0.132049,-7.89945,3.45384
0.132059,-7.84277,3.45276
0.132069,-7.78598,3.45168
0.132079,-7.72908,3.45059
0.132089,-7.67207,3.44951
0.132099,-7.61495,3.44841
0.132109,-7.55772,3.44732
0.132119,-7.50038,3.44622
0.132129,-7.44294,3.44511
0.132139,-7.38539,3.444
0.132149,-7.32774,3.44289
0.132159,-7.26998,3.44177
0.132169,-7.21212,3.44066
0.132179,-7.15415,3.43953
0.132189,-7.09609,3.4384
0.132199,-7.03792,3.43727
0.132209,-6.97966,3.43614
0.132219,-6.92129,3.435
0.132229,-6.86283,3.43386
0.132239,-6.80427,3.43271
0.132249,-6.74561,3.43156
0.132259,-6.68685,3.43041
0.132269,-6.628,3.42925
0.132279,-6.56906,3.42809
0.132289,-6.51002,3.42692
0.132299,-6.4509,3.42575
0.132309,-6.39167,3.42458
0.132319,-6.33236,3.42341
0.132329,-6.27296,3.42223
0.132339,-6.21347,3.42105
0.132349,-6.15389,3.41986
0.132359,-6.09422,3.41867
0.132369,-6.03447,3.41748
0.132379,-5.97463,3.41628
0.132389,-5.91471,3.41508
0.132399,-5.8547,3.41388
0.132409,-5.79461,3.41267
0.132419,-5.73444,3.41147
0.132429,-5.67418,3.41026
0.132439,-5.61385,3.40904
0.132449,-5.55343,3.40783
0.132459,-5.49294,3.40661
0.132469,-5.43236,3.40539
0.132479,-5.37171,3.40417
0.132489,-5.31099,3.40295
0.132499,-5.25019,3.40173
0.132509,-5.18931,3.4005
0.132519,-5.12836,3.39928
0.132529,-5.06734,3.39805
0.132539,-5.00624,3.39683
0.132549,-4.94508,3.39561
0.132559,-4.88384,3.39439
0.132569,-4.82254,3.39317
0.132579,-4.76116,3.39196
0.132589,-4.69972,3.39075
0.132599,-4.63821,3.38954
0.132609,-4.57664,3.38835
0.132619,-4.515,3.38716
0.132629,-4.45329,3.38597
0.132639,-4.39153,3.3848
0.132649,-4.3297,3.38364
0.132659,-4.26781,3.38249
0.132669,-4.20585,3.38135
0.132679,-4.14384,3.38023
0.132689,-4.08177,3.37913
0.132699,-4.01964,3.37803
0.132709,-3.95746,3.37696
0.132719,-3.89522,3.3759
0.132729,-3.83292,3.37486
0.132739,-3.77057,3.37384
0.132749,-3.70816,3.37283
0.132759,-3.64571,3.37184
0.132769,-3.5832,3.37087
0.132779,-3.52064,3.36991
0.132789,-3.45803,3.36897
0.132799,-3.39537,3.36804
0.132809,-3.33266,3.36713
0.132819,-3.2699,3.36624
0.132829,-3.2071,3.36536
0.132839,-3.14425,3.3645
0.132849,-3.08136,3.36365
0.132859,-3.01843,3.36281
0.132869,-2.95545,3.36199
0.132879,-2.89243,3.36118
0.132889,-2.82936,3.36038
0.132899,-2.76626,3.3596
0.132909,-2.70312,3.35883
0.132919,-2.63994,3.35807
0.132929,-2.57672,3.35732
0.132939,-2.51347,3.35658
0.132949,-2.45018,3.35586
0.132959,-2.38686,3.35514
0.132969,-2.3235,3.35443
0.132979,-2.26011,3.35374
0.132989,-2.19668,3.35305
0.132999,-2.13323,3.35238
0.133009,-2.06974,3.35171
0.133019,-2.00623,3.35105
0.133029,-1.94269,3.3504
0.133039,-1.87912,3.34976
0.133049,-1.81552,3.34913
0.133059,-1.75189,3.34851
0.133069,-1.68825,3.34789
0.133079,-1.62457,3.34728
0.133089,-1.56088,3.34668
0.133099,-1.49716,3.34609
0.133109,-1.43342,3.34551
0.133119,-1.36967,3.34493
0.133129,-1.30589,3.34436
0.133139,-1.24209,3.34379
0.133149,-1.17828,3.34323
0.133159,-1.11444,3.34268
0.133169,-1.0506,3.34214
0.133179,-0.986734,3.3416
0.133189,-0.922858,3.34107
0.133199,-0.858969,3.34054
0.133209,-0.795068,3.34002
0.133219,-0.731155,3.33951
0.133229,-0.667232,3.339
0.133239,-0.603299,3.33849
0.133249,-0.539358,3.338
0.133259,-0.475409,3.3375
0.133269,-0.411453,3.33701
0.133279,-0.347492,3.33653
0.133289,-0.283525,3.33605
0.133299,-0.219555,3.33558
0.133309,-0.155581,3.33511
0.133319,-0.0916056,3.33465
0.133329,-0.0276285,3.33419
0.133339,0.0363489,3.33373
0.133349,0.100326,3.33328
0.133359,0.164301,3.33284
0.133369,0.228275,3.33239
0.133379,0.292245,3.33196
0.133389,0.35621,3.33152
0.133399,0.420171,3.33109
0.133409,0.484126,3.33066
0.133419,0.548074,3.33024
0.133429,0.612014,3.32982
0.133439,0.675945,3.32941
0.133449,0.739867,3.329
0.133459,0.803778,3.32859
0.133469,0.867678,3.32818
0.133479,0.931566,3.32778
0.133489,0.99544,3.32739
0.133499,1.0593,3.32699
0.133509,1.12315,3.3266
0.133519,1.18697,3.32621
0.133529,1.25079,3.32583
0.133539,1.31458,3.32545
0.133549,1.37836,3.32507
0.133559,1.44211,3.32469
0.133569,1.50585,3.32432
0.133579,1.56956,3.32395
0.133589,1.63325,3.32358
0.133599,1.69692,3.32321
0.133609,1.76057,3.32285
0.133619,1.82419,3.32249
0.133629,1.88778,3.32214
0.133639,1.95135,3.32178
0.133649,2.01489,3.32143
0.133659,2.0784,3.32108
0.133669,2.14188,3.32074
0.133679,2.20533,3.32039
0.133689,2.26875,3.32005
0.133699,2.33214,3.31971
0.133709,2.39549,3.31937
0.133719,2.45881,3.31904
0.133729,2.52209,3.3187
0.133739,2.58534,3.31837
0.133749,2.64856,3.31805
0.133759,2.71173,3.31772
0.133769,2.77487,3.3174
0.133779,2.83796,3.31707
0.133789,2.90102,3.31675
0.133799,2.96403,3.31644
0.133809,3.02701,3.31612
0.133819,3.08994,3.31581
0.133829,3.15282,3.31549
0.133839,3.21566,3.31518
0.133849,3.27846,3.31488
0.133859,3.34121,3.31457
0.133869,3.40391,3.31427
0.133879,3.46656,3.31397
0.133889,3.52917,3.31367
0.133899,3.59172,3.31337
0.133909,3.65422,3.31308
0.133919,3.71667,3.31279
0.133929,3.77907,3.31251
0.133939,3.84142,3.31222
0.133949,3.9037,3.31195
0.133959,3.96594,3.31168
0.133969,4.02812,3.31141
0.133979,4.09024,3.31116
0.133989,4.1523,3.31091
0.133999,4.2143,3.31068
0.134009,4.27625,3.31045
0.134019,4.33813,3.31024
0.134029,4.39995,3.31005
0.134039,4.46171,3.30987
0.134049,4.5234,3.30972
0.134059,4.58503,3.30958
0.134069,4.6466,3.30946
0.134079,4.7081,3.30937
0.134089,4.76953,3.3093
0.134099,4.8309,3.30926
0.134109,4.89219,3.30925
0.134119,4.95342,3.30926
0.134129,5.01457,3.3093
0.134139,5.07566,3.30937
0.134149,5.13667,3.30946
0.134159,5.19761,3.30959
0.134169,5.25848,3.30975
0.134179,5.31927,3.30994
0.134189,5.37998,3.31016
0.134199,5.44062,3.31041
0.134209,5.50119,3.31069
0.134219,5.56167,3.31101
0.134229,5.62207,3.31135
0.134239,5.6824,3.31173
0.134249,5.74264,3.31214
0.134259,5.8028,3.31259
0.134269,5.86288,3.31306
0.134279,5.92288,3.31357
0.134289,5.98279,3.31411
0.134299,6.04262,3.31468
0.134309,6.10236,3.31529
0.134319,6.16202,3.31592
0.134329,6.22158,3.31659
0.134339,6.28106,3.31729
0.134349,6.34045,3.31802
0.134359,6.39975,3.31878
0.134369,6.45896,3.31958
0.134379,6.51808,3.3204
0.134389,6.5771,3.32125
0.134399,6.63603,3.32214
0.134409,6.69487,3.32305
0.134419,6.75361,3.324
0.134429,6.81225,3.32497
0.134439,6.8708,3.32597
0.134449,6.92925,3.327
0.134459,6.9876,3.32806
0.134469,7.04586,3.32914
0.134479,7.10401,3.33026
0.134489,7.16206,3.3314
0.134499,7.22001,3.33256
0.134509,7.27786,3.33375
0.134519,7.3356,3.33497
0.134529,7.39324,3.33621
0.134539,7.45078,3.33747
0.134549,7.5082,3.33876
0.134559,7.56553,3.34007
0.134569,7.62274,3.3414
0.134579,7.67985,3.34275
0.134589,7.73684,3.34412
0.134599,7.79373,3.34551
0.134609,7.85051,3.34692
0.134619,7.90717,3.34835
0.134629,7.96372,3.3498
0.134639,8.02016,3.35126
0.134649,8.07649,3.35274
0.134659,8.1327,3.35424
0.134669,8.18879,3.35575
0.134679,8.24477,3.35727
0.134689,8.30063,3.35881
0.134699,8.35638,3.36036
0.134709,8.412,3.36192
0.134719,8.4675,3.36349
0.134729,8.52289,3.36507
0.134739,8.57815,3.36666
0.134749,8.63329,3.36825
0.134759,8.68831,3.36986
0.134769,8.74321,3.37147
0.134779,8.79798,3.37309
0.134789,8.85262,3.37471
0.134799,8.90714,3.37633
0.134809,8.96154,3.37797
0.134819,9.0158,3.3796
0.134829,9.06994,3.38123
0.134839,9.12395,3.38287
0.134849,9.17783,3.38451
0.134859,9.23158,3.38615
0.134869,9.2852,3.38779
0.134879,9.33868,3.38943
0.134889,9.39204,3.39107
0.134899,9.44526,3.3927
0.134909,9.49834,3.39434
0.134919,9.55129,3.39597
0.134929,9.60411,3.39759
0.134939,9.65679,3.39922
0.134949,9.70933,3.40084
0.134959,9.76173,3.40245
