X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.106279,11.868,,0.106279,3.52542
0.106289,11.8222,,0.106289,3.52464
0.106299,11.7762,,0.106299,3.52385
0.106309,11.7301,,0.106309,3.52306
0.106319,11.6838,,0.106319,3.52226
0.106329,11.6373,,0.106329,3.52146
0.106339,11.5906,,0.106339,3.52066
0.106349,11.5438,,0.106349,3.51985
0.106359,11.4968,,0.106359,3.51904
0.106369,11.4497,,0.106369,3.51822
0.106379,11.4024,,0.106379,3.5174
0.106389,11.3549,,0.106389,3.51658
0.106399,11.3073,,0.106399,3.51575
0.106409,11.2595,,0.106409,3.51492
0.106419,11.2116,,0.106419,3.51408
0.106429,11.1635,,0.106429,3.51324
0.106439,11.1152,,0.106439,3.5124
0.106449,11.0668,,0.106449,3.51156
0.106459,11.0182,,0.106459,3.51071
0.106469,10.9694,,0.106469,3.50985
0.106479,10.9206,,0.106479,3.50899
0.106489,10.8715,,0.106489,3.50813
0.106499,10.8223,,0.106499,3.50727
0.106509,10.7729,,0.106509,3.5064
0.106519,10.7234,,0.106519,3.50552
0.106529,10.6738,,0.106529,3.50465
0.106539,10.624,,0.106539,3.50377
0.106549,10.574,,0.106549,3.50288
0.106559,10.5239,,0.106559,3.50199
0.106569,10.4736,,0.106569,3.5011
0.106579,10.4232,,0.106579,3.50021
0.106589,10.3726,,0.106589,3.49931
0.106599,10.3219,,0.106599,3.4984
0.106609,10.2711,,0.106609,3.4975
0.106619,10.2201,,0.106619,3.49658
0.106629,10.1689,,0.106629,3.49567
0.106639,10.1176,,0.106639,3.49475
0.106649,10.0662,,0.106649,3.49383
0.106659,10.0146,,0.106659,3.4929
0.106669,9.96289,,0.106669,3.49197
0.106679,9.91103,,0.106679,3.49104
0.106689,9.85902,,0.106689,3.4901
0.106699,9.80688,,0.106699,3.48916
0.106709,9.7546,,0.106709,3.48822
0.106719,9.70217,,0.106719,3.48727
0.106729,9.64961,,0.106729,3.48631
0.106739,9.59692,,0.106739,3.48536
0.106749,9.54408,,0.106749,3.4844
0.106759,9.49111,,0.106759,3.48343
0.106769,9.43801,,0.106769,3.48247
0.106779,9.38477,,0.106779,3.4815
0.106789,9.3314,,0.106789,3.48052
0.106799,9.2779,,0.106799,3.47954
0.106809,9.22426,,0.106809,3.47856
0.106819,9.17049,,0.106819,3.47757
0.106829,9.1166,,0.106829,3.47658
0.106839,9.06257,,0.106839,3.47559
0.106849,9.00842,,0.106849,3.47459
0.106859,8.95413,,0.106859,3.47359
0.106869,8.89972,,0.106869,3.47258
0.106879,8.84518,,0.106879,3.47158
0.106889,8.79052,,0.106889,3.47056
0.106899,8.73573,,0.106899,3.46955
0.106909,8.68082,,0.106909,3.46852
0.106919,8.62578,,0.106919,3.4675
0.106929,8.57063,,0.106929,3.46647
0.106939,8.51535,,0.106939,3.46544
0.106949,8.45995,,0.106949,3.46441
0.106959,8.40442,,0.106959,3.46337
0.106969,8.34878,,0.106969,3.46232
0.106979,8.29302,,0.106979,3.46128
0.106989,8.23715,,0.106989,3.46022
0.106999,8.18115,,0.106999,3.45917
0.107009,8.12504,,0.107009,3.45811
0.107019,8.06882,,0.107019,3.45705
0.107029,8.01248,,0.107029,3.45598
0.107039,7.95602,,0.107039,3.45491
0.107049,7.89945,,0.107049,3.45384
0.107059,7.84277,,0.107059,3.45276
0.107069,7.78598,,0.107069,3.45168
0.107079,7.72908,,0.107079,3.45059
0.107089,7.67207,,0.107089,3.44951
0.107099,7.61495,,0.107099,3.44841
0.107109,7.55772,,0.107109,3.44732
0.107119,7.50038,,0.107119,3.44622
0.107129,7.44294,,0.107129,3.44511
0.107139,7.38539,,0.107139,3.444
0.107149,7.32774,,0.107149,3.44289
0.107159,7.26998,,0.107159,3.44177
0.107169,7.21212,,0.107169,3.44066
0.107179,7.15415,,0.107179,3.43953
0.107189,7.09609,,0.107189,3.4384
0.107199,7.03792,,0.107199,3.43727
0.107209,6.97966,,0.107209,3.43614
0.107219,6.92129,,0.107219,3.435
0.107229,6.86283,,0.107229,3.43386
0.107239,6.80427,,0.107239,3.43271
0.107249,6.74561,,0.107249,3.43156
0.107259,6.68685,,0.107259,3.43041
0.107269,6.628,,0.107269,3.42925
0.107279,6.56906,,0.107279,3.42809
0.107289,6.51002,,0.107289,3.42692
0.107299,6.4509,,0.107299,3.42575
0.107309,6.39167,,0.107309,3.42458
0.107319,6.33236,,0.107319,3.42341
0.107329,6.27296,,0.107329,3.42223
0.107339,6.21347,,0.107339,3.42105
0.107349,6.15389,,0.107349,3.41986
0.107359,6.09422,,0.107359,3.41867
0.107369,6.03447,,0.107369,3.41748
0.107379,5.97463,,0.107379,3.41628
0.107389,5.91471,,0.107389,3.41508
0.107399,5.8547,,0.107399,3.41388
0.107409,5.79461,,0.107409,3.41267
0.107419,5.73444,,0.107419,3.41147
0.107429,5.67418,,0.107429,3.41026
0.107439,5.61385,,0.107439,3.40904
0.107449,5.55343,,0.107449,3.40783
0.107459,5.49294,,0.107459,3.40661
0.107469,5.43236,,0.107469,3.40539
0.107479,5.37171,,0.107479,3.40417
0.107489,5.31099,,0.107489,3.40295
0.107499,5.25019,,0.107499,3.40173
0.107509,5.18931,,0.107509,3.4005
0.107519,5.12836,,0.107519,3.39928
0.107529,5.06734,,0.107529,3.39805
0.107539,5.00624,,0.107539,3.39683
0.107549,4.94508,,0.107549,3.39561
0.107559,4.88384,,0.107559,3.39439
0.107569,4.82254,,0.107569,3.39317
0.107579,4.76116,,0.107579,3.39196
0.107589,4.69972,,0.107589,3.39075
0.107599,4.63821,,0.107599,3.38954
0.107609,4.57664,,0.107609,3.38835
0.107619,4.515,,0.107619,3.38716
0.107629,4.45329,,0.107629,3.38597
0.107639,4.39153,,0.107639,3.3848
0.107649,4.3297,,0.107649,3.38364
0.107659,4.26781,,0.107659,3.38249
0.107669,4.20585,,0.107669,3.38135
0.107679,4.14384,,0.107679,3.38023
0.107689,4.08177,,0.107689,3.37913
0.107699,4.01964,,0.107699,3.37803
0.107709,3.95746,,0.107709,3.37696
0.107719,3.89522,,0.107719,3.3759
0.107729,3.83292,,0.107729,3.37486
0.107739,3.77057,,0.107739,3.37384
0.107749,3.70816,,0.107749,3.37283
0.107759,3.64571,,0.107759,3.37184
0.107769,3.5832,,0.107769,3.37087
0.107779,3.52064,,0.107779,3.36991
0.107789,3.45803,,0.107789,3.36897
0.107799,3.39537,,0.107799,3.36804
0.107809,3.33266,,0.107809,3.36713
0.107819,3.2699,,0.107819,3.36624
0.107829,3.2071,,0.107829,3.36536
0.107839,3.14425,,0.107839,3.3645
0.107849,3.08136,,0.107849,3.36365
0.107859,3.01843,,0.107859,3.36281
0.107869,2.95545,,0.107869,3.36199
0.107879,2.89243,,0.107879,3.36118
0.107889,2.82936,,0.107889,3.36038
0.107899,2.76626,,0.107899,3.3596
0.107909,2.70312,,0.107909,3.35883
0.107919,2.63994,,0.107919,3.35807
0.107929,2.57672,,0.107929,3.35732
0.107939,2.51347,,0.107939,3.35658
0.107949,2.45018,,0.107949,3.35586
0.107959,2.38686,,0.107959,3.35514
0.107969,2.3235,,0.107969,3.35443
0.107979,2.26011,,0.107979,3.35374
0.107989,2.19668,,0.107989,3.35305
0.107999,2.13323,,0.107999,3.35238
0.108009,2.06974,,0.108009,3.35171
0.108019,2.00623,,0.108019,3.35105
0.108029,1.94269,,0.108029,3.3504
0.108039,1.87912,,0.108039,3.34976
0.108049,1.81552,,0.108049,3.34913
0.108059,1.75189,,0.108059,3.34851
0.108069,1.68825,,0.108069,3.34789
0.108079,1.62457,,0.108079,3.34728
0.108089,1.56088,,0.108089,3.34668
0.108099,1.49716,,0.108099,3.34609
0.108109,1.43342,,0.108109,3.34551
0.108119,1.36967,,0.108119,3.34493
0.108129,1.30589,,0.108129,3.34436
0.108139,1.24209,,0.108139,3.34379
0.108149,1.17828,,0.108149,3.34323
0.108159,1.11444,,0.108159,3.34268
0.108169,1.0506,,0.108169,3.34214
0.108179,0.986734,,0.108179,3.3416
0.108189,0.922858,,0.108189,3.34107
0.108199,0.858969,,0.108199,3.34054
0.108209,0.795068,,0.108209,3.34002
0.108219,0.731155,,0.108219,3.33951
0.108229,0.667232,,0.108229,3.339
0.108239,0.603299,,0.108239,3.33849
0.108249,0.539358,,0.108249,3.338
0.108259,0.475409,,0.108259,3.3375
0.108269,0.411453,,0.108269,3.33701
0.108279,0.347492,,0.108279,3.33653
0.108289,0.283525,,0.108289,3.33605
0.108299,0.219555,,0.108299,3.33558
0.108309,0.155581,,0.108309,3.33511
0.108319,0.0916056,,0.108319,3.33465
0.108329,0.0276285,,0.108329,3.33419
0.108339,-0.0363489,,0.108339,3.33373
0.108349,-0.100326,,0.108349,3.33328
0.108359,-0.164301,,0.108359,3.33284
0.108369,-0.228275,,0.108369,3.33239
0.108379,-0.292245,,0.108379,3.33196
0.108389,-0.35621,,0.108389,3.33152
0.108399,-0.420171,,0.108399,3.33109
0.108409,-0.484126,,0.108409,3.33066
0.108419,-0.548074,,0.108419,3.33024
0.108429,-0.612014,,0.108429,3.32982
0.108439,-0.675945,,0.108439,3.32941
0.108449,-0.739867,,0.108449,3.329
0.108459,-0.803778,,0.108459,3.32859
0.108469,-0.867678,,0.108469,3.32818
0.108479,-0.931566,,0.108479,3.32778
0.108489,-0.99544,,0.108489,3.32739
0.108499,-1.0593,,0.108499,3.32699
0.108509,-1.12315,,0.108509,3.3266
0.108519,-1.18697,,0.108519,3.32621
0.108529,-1.25079,,0.108529,3.32583
0.108539,-1.31458,,0.108539,3.32545
0.108549,-1.37836,,0.108549,3.32507
0.108559,-1.44211,,0.108559,3.32469
0.108569,-1.50585,,0.108569,3.32432
0.108579,-1.56956,,0.108579,3.32395
0.108589,-1.63325,,0.108589,3.32358
0.108599,-1.69692,,0.108599,3.32321
0.108609,-1.76057,,0.108609,3.32285
0.108619,-1.82419,,0.108619,3.32249
0.108629,-1.88778,,0.108629,3.32214
0.108639,-1.95135,,0.108639,3.32178
0.108649,-2.01489,,0.108649,3.32143
0.108659,-2.0784,,0.108659,3.32108
0.108669,-2.14188,,0.108669,3.32074
0.108679,-2.20533,,0.108679,3.32039
0.108689,-2.26875,,0.108689,3.32005
0.108699,-2.33214,,0.108699,3.31971
0.108709,-2.39549,,0.108709,3.31937
0.108719,-2.45881,,0.108719,3.31904
0.108729,-2.52209,,0.108729,3.3187
0.108739,-2.58534,,0.108739,3.31837
0.108749,-2.64856,,0.108749,3.31805
0.108759,-2.71173,,0.108759,3.31772
0.108769,-2.77487,,0.108769,3.3174
0.108779,-2.83796,,0.108779,3.31707
0.108789,-2.90102,,0.108789,3.31675
0.108799,-2.96403,,0.108799,3.31644
0.108809,-3.02701,,0.108809,3.31612
0.108819,-3.08994,,0.108819,3.31581
0.108829,-3.15282,,0.108829,3.31549
0.108839,-3.21566,,0.108839,3.31518
0.108849,-3.27846,,0.108849,3.31488
0.108859,-3.34121,,0.108859,3.31457
0.108869,-3.40391,,0.108869,3.31427
0.108879,-3.46656,,0.108879,3.31397
0.108889,-3.52917,,0.108889,3.31367
0.108899,-3.59172,,0.108899,3.31337
0.108909,-3.65422,,0.108909,3.31308
0.108919,-3.71667,,0.108919,3.31279
0.108929,-3.77907,,0.108929,3.31251
0.108939,-3.84142,,0.108939,3.31222
0.108949,-3.9037,,0.108949,3.31195
0.108959,-3.96594,,0.108959,3.31168
0.108969,-4.02812,,0.108969,3.31141
0.108979,-4.09024,,0.108979,3.31116
0.108989,-4.1523,,0.108989,3.31091
0.108999,-4.2143,,0.108999,3.31068
0.109009,-4.27625,,0.109009,3.31045
0.109019,-4.33813,,0.109019,3.31024
0.109029,-4.39995,,0.109029,3.31005
0.109039,-4.46171,,0.109039,3.30987
0.109049,-4.5234,,0.109049,3.30972
0.109059,-4.58503,,0.109059,3.30958
0.109069,-4.6466,,0.109069,3.30946
0.109079,-4.7081,,0.109079,3.30937
0.109089,-4.76953,,0.109089,3.3093
0.109099,-4.8309,,0.109099,3.30926
0.109109,-4.89219,,0.109109,3.30925
0.109119,-4.95342,,0.109119,3.30926
0.109129,-5.01457,,0.109129,3.3093
0.109139,-5.07566,,0.109139,3.30937
0.109149,-5.13667,,0.109149,3.30946
0.109159,-5.19761,,0.109159,3.30959
0.109169,-5.25848,,0.109169,3.30975
0.109179,-5.31927,,0.109179,3.30994
0.109189,-5.37998,,0.109189,3.31016
0.109199,-5.44062,,0.109199,3.31041
0.109209,-5.50119,,0.109209,3.31069
0.109219,-5.56167,,0.109219,3.31101
0.109229,-5.62207,,0.109229,3.31135
0.109239,-5.6824,,0.109239,3.31173
0.109249,-5.74264,,0.109249,3.31214
0.109259,-5.8028,,0.109259,3.31259
0.109269,-5.86288,,0.109269,3.31306
0.109279,-5.92288,,0.109279,3.31357
0.109289,-5.98279,,0.109289,3.31411
0.109299,-6.04262,,0.109299,3.31468
0.109309,-6.10236,,0.109309,3.31529
0.109319,-6.16202,,0.109319,3.31592
0.109329,-6.22158,,0.109329,3.31659
0.109339,-6.28106,,0.109339,3.31729
0.109349,-6.34045,,0.109349,3.31802
0.109359,-6.39975,,0.109359,3.31878
0.109369,-6.45896,,0.109369,3.31958
0.109379,-6.51808,,0.109379,3.3204
0.109389,-6.5771,,0.109389,3.32125
0.109399,-6.63603,,0.109399,3.32214
0.109409,-6.69487,,0.109409,3.32305
0.109419,-6.75361,,0.109419,3.324
0.109429,-6.81225,,0.109429,3.32497
0.109439,-6.8708,,0.109439,3.32597
0.109449,-6.92925,,0.109449,3.327
0.109459,-6.9876,,0.109459,3.32806
0.109469,-7.04586,,0.109469,3.32914
0.109479,-7.10401,,0.109479,3.33026
0.109489,-7.16206,,0.109489,3.3314
0.109499,-7.22001,,0.109499,3.33256
0.109509,-7.27786,,0.109509,3.33375
0.109519,-7.3356,,0.109519,3.33497
0.109529,-7.39324,,0.109529,3.33621
0.109539,-7.45078,,0.109539,3.33747
0.109549,-7.5082,,0.109549,3.33876
0.109559,-7.56553,,0.109559,3.34007
0.109569,-7.62274,,0.109569,3.3414
0.109579,-7.67985,,0.109579,3.34275
0.109589,-7.73684,,0.109589,3.34412
0.109599,-7.79373,,0.109599,3.34551
0.109609,-7.85051,,0.109609,3.34692
0.109619,-7.90717,,0.109619,3.34835
0.109629,-7.96372,,0.109629,3.3498
0.109639,-8.02016,,0.109639,3.35126
0.109649,-8.07649,,0.109649,3.35274
0.109659,-8.1327,,0.109659,3.35424
0.109669,-8.18879,,0.109669,3.35575
0.109679,-8.24477,,0.109679,3.35727
0.109689,-8.30063,,0.109689,3.35881
0.109699,-8.35638,,0.109699,3.36036
0.109709,-8.412,,0.109709,3.36192
0.109719,-8.4675,,0.109719,3.36349
0.109729,-8.52289,,0.109729,3.36507
0.109739,-8.57815,,0.109739,3.36666
0.109749,-8.63329,,0.109749,3.36825
0.109759,-8.68831,,0.109759,3.36986
0.109769,-8.74321,,0.109769,3.37147
0.109779,-8.79798,,0.109779,3.37309
0.109789,-8.85262,,0.109789,3.37471
0.109799,-8.90714,,0.109799,3.37633
0.109809,-8.96154,,0.109809,3.37797
0.109819,-9.0158,,0.109819,3.3796
0.109829,-9.06994,,0.109829,3.38123
0.109839,-9.12395,,0.109839,3.38287
0.109849,-9.17783,,0.109849,3.38451
0.109859,-9.23158,,0.109859,3.38615
0.109869,-9.2852,,0.109869,3.38779
0.109879,-9.33868,,0.109879,3.38943
0.109889,-9.39204,,0.109889,3.39107
0.109899,-9.44526,,0.109899,3.3927
0.109909,-9.49834,,0.109909,3.39434
0.109919,-9.55129,,0.109919,3.39597
0.109929,-9.60411,,0.109929,3.39759
0.109939,-9.65679,,0.109939,3.39922
0.109949,-9.70933,,0.109949,3.40084
0.109959,-9.76173,,0.109959,3.40245
0.109969,-9.81399,,0.109969,3.40406
0.109979,-9.86612,,0.109979,3.40567
0.109989,-9.9181,,0.109989,3.40727
0.109999,-9.96995,,0.109999,3.40886
0.110009,-10.0216,,0.110009,3.41045
0.110019,-10.0732,,0.110019,3.41203
0.110029,-10.1246,,0.110029,3.41361
0.110039,-10.1759,,0.110039,3.41518
0.110049,-10.227,,0.110049,3.41674
0.110059,-10.278,,0.110059,3.41829
0.110069,-10.3288,,0.110069,3.41984
0.110079,-10.3795,,0.110079,3.42137
0.110089,-10.4301,,0.110089,3.4229
0.110099,-10.4805,,0.110099,3.42442
0.110109,-10.5307,,0.110109,3.42594
0.110119,-10.5808,,0.110119,3.42744
0.110129,-10.6308,,0.110129,3.42894
0.110139,-10.6805,,0.110139,3.43043
